cycle_date,device_type,firmware_from,firmware_to,region,test_pass_rate,schema_drift_events,upgrade_duration_actual_min,post_upgrade_incidents_30d,outage_occurred,outage_severity
2025-03-10,CaaS-Node-Type-A,23.12,24.06,Southeast,0.914,0,300,1,False,none
2025-03-11,CaaS-Node-Type-B,23.06,24.01,Northeast,0.55,0,345,4,False,none
2025-03-11,CaaS-Node-Type-A,23.12,24.01,Midwest,0.946,1,279,0,False,none
2025-03-11,CaaS-Node-Type-A,23.06,23.12,Southwest,0.946,2,252,0,False,none
2025-03-11,CaaS-Node-Type-C,24.01,24.12,Northwest,0.958,0,258,8,False,none
2025-03-11,CaaS-Node-Type-A,23.12,24.06,Northeast,0.856,3,257,0,False,none
2025-03-12,CaaS-Node-Type-C,24.01,24.12,South_Central,0.951,2,304,3,False,none
2025-03-12,CaaS-Node-Type-A,23.06,23.12,Midwest,0.948,1,178,2,False,none
2025-03-12,CaaS-Node-Type-C,23.06,23.12,Northeast,0.88,2,375,0,False,none
2025-03-12,CaaS-Node-Type-B,22.12,23.06,Northeast,0.845,1,280,3,False,none
2025-03-13,CaaS-Node-Type-A,22.12,23.12,Northeast,0.863,0,229,4,False,none
2025-03-13,CaaS-Node-Type-C,24.01,24.06,Midwest,0.951,0,262,0,False,none
2025-03-13,CaaS-Node-Type-B,24.01,24.06,Southwest,0.918,1,194,2,False,none
2025-03-13,CaaS-Node-Type-A,23.06,24.01,South_Central,0.956,1,262,3,False,none
2025-03-13,CaaS-Node-Type-B,22.12,23.06,Southeast,0.898,2,155,1,False,none
2025-03-13,CaaS-Node-Type-C,22.12,23.06,South_Central,0.95,0,135,1,False,none
2025-03-14,CaaS-Node-Type-A,24.06,24.12,Southeast,0.907,0,339,3,False,none
2025-03-14,CaaS-Node-Type-B,22.12,23.12,Northwest,0.866,1,184,1,False,none
2025-03-14,CaaS-Node-Type-B,23.06,23.12,Southeast,0.55,0,235,0,False,none
2025-03-15,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,1,171,1,False,none
2025-03-15,CaaS-Node-Type-C,23.12,24.06,Northeast,0.862,2,232,8,False,none
2025-03-16,CaaS-Node-Type-B,24.01,24.06,South_Central,0.899,1,299,0,False,none
2025-03-16,CaaS-Node-Type-C,24.01,24.12,Southeast,0.918,3,321,0,False,none
2025-03-18,CaaS-Node-Type-C,24.06,24.12,Northwest,0.924,0,174,2,False,none
2025-03-18,CaaS-Node-Type-C,24.01,24.06,Northeast,0.905,0,272,1,False,none
2025-03-19,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,0,126,0,False,none
2025-03-21,CaaS-Node-Type-A,23.06,23.12,Northwest,0.893,1,246,1,False,none
2025-03-21,CaaS-Node-Type-A,23.12,24.06,Northwest,0.909,1,372,2,False,none
2025-03-21,CaaS-Node-Type-A,23.06,24.01,Southwest,0.925,0,363,8,False,none
2025-03-22,CaaS-Node-Type-C,24.01,24.12,Northeast,0.867,0,325,1,False,none
2025-03-22,CaaS-Node-Type-A,24.06,24.12,Midwest,0.955,0,223,4,False,none
2025-03-24,CaaS-Node-Type-B,23.12,24.01,Northeast,0.84,0,281,2,False,none
2025-03-24,CaaS-Node-Type-C,24.06,24.12,South_Central,0.933,0,239,2,False,none
2025-03-24,CaaS-Node-Type-B,22.12,23.12,South_Central,0.878,0,192,2,False,none
2025-03-24,CaaS-Node-Type-C,23.06,23.12,Southeast,0.889,3,380,0,False,none
2025-03-25,CaaS-Node-Type-A,23.06,24.01,Southeast,0.953,1,127,1,False,none
2025-03-25,CaaS-Node-Type-A,24.01,24.12,Midwest,0.945,0,235,0,False,none
2025-03-26,CaaS-Node-Type-B,23.12,24.01,Northwest,0.904,0,160,2,False,none
2025-03-27,CaaS-Node-Type-A,23.12,24.01,Southeast,0.94,0,326,4,False,none
2025-03-27,CaaS-Node-Type-B,24.06,24.12,Northeast,0.841,0,288,4,False,none
2025-03-28,CaaS-Node-Type-B,24.06,24.12,Northeast,0.859,0,291,2,False,none
2025-03-28,CaaS-Node-Type-B,23.12,24.01,Southeast,0.856,1,371,1,False,none
2025-03-28,CaaS-Node-Type-C,22.12,23.06,Southeast,0.945,0,345,1,False,none
2025-03-29,CaaS-Node-Type-A,24.01,24.06,Northeast,0.831,0,343,8,False,none
2025-03-30,CaaS-Node-Type-C,24.06,24.12,Southwest,0.927,0,261,2,False,none
2025-03-31,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,0,334,0,False,none
2025-03-31,CaaS-Node-Type-C,23.12,24.01,South_Central,0.928,0,363,1,False,none
2025-03-31,CaaS-Node-Type-C,24.01,24.06,Northwest,0.895,2,343,0,False,none
2025-03-31,CaaS-Node-Type-A,24.01,24.06,Southeast,0.903,2,322,1,False,none
2025-04-01,CaaS-Node-Type-B,23.12,24.06,Midwest,0.87,3,357,3,False,none
2025-04-01,CaaS-Node-Type-B,23.06,23.12,Northeast,0.55,0,217,0,False,none
2025-04-02,CaaS-Node-Type-C,22.12,23.12,South_Central,0.959,1,122,0,False,none
2025-04-02,CaaS-Node-Type-C,23.06,24.01,South_Central,0.902,0,309,0,False,none
2025-04-03,CaaS-Node-Type-C,23.06,23.12,Northeast,0.834,0,254,2,False,none
2025-04-04,CaaS-Node-Type-B,23.12,24.01,South_Central,0.913,1,330,1,False,none
2025-04-04,CaaS-Node-Type-C,23.12,24.06,Northwest,0.948,1,130,0,False,none
2025-04-04,CaaS-Node-Type-B,22.12,23.12,Southwest,0.881,1,161,3,False,none
2025-04-05,CaaS-Node-Type-C,22.12,23.12,Northwest,0.921,0,293,5,False,none
2025-04-05,CaaS-Node-Type-A,24.01,24.06,Midwest,0.908,2,316,0,False,none
2025-04-06,CaaS-Node-Type-C,23.12,24.01,Midwest,0.95,0,192,0,False,none
2025-04-06,CaaS-Node-Type-B,23.06,23.12,Southwest,0.55,0,374,0,False,none
2025-04-06,CaaS-Node-Type-C,23.06,23.12,Southeast,0.942,2,273,0,False,none
2025-04-06,CaaS-Node-Type-C,22.12,23.06,South_Central,0.93,2,303,8,False,none
2025-04-07,CaaS-Node-Type-B,23.06,24.01,Northwest,0.55,3,142,5,False,none
2025-04-08,CaaS-Node-Type-C,23.06,24.01,Midwest,0.931,0,303,3,False,none
2025-04-08,CaaS-Node-Type-A,23.12,24.06,South_Central,0.909,1,121,1,False,none
2025-04-08,CaaS-Node-Type-B,22.12,23.12,Midwest,0.851,1,325,0,False,none
2025-04-09,CaaS-Node-Type-A,24.01,24.06,Southeast,0.882,0,379,2,False,none
2025-04-10,CaaS-Node-Type-C,23.12,24.06,Northwest,0.897,0,179,3,False,none
2025-04-10,CaaS-Node-Type-B,23.06,23.12,Southwest,0.55,0,234,5,False,none
2025-04-10,CaaS-Node-Type-B,24.01,24.06,Southeast,0.909,2,370,0,False,none
2025-04-11,CaaS-Node-Type-A,23.06,23.12,South_Central,0.95,1,144,0,False,none
2025-04-11,CaaS-Node-Type-C,24.06,24.12,Northwest,0.884,2,340,0,False,none
2025-04-11,CaaS-Node-Type-C,22.12,23.12,Southwest,0.895,0,144,0,False,none
2025-04-11,CaaS-Node-Type-C,24.01,24.12,Northeast,0.882,3,336,0,False,none
2025-04-12,CaaS-Node-Type-A,24.06,24.12,Northeast,0.88,1,128,0,False,none
2025-04-12,CaaS-Node-Type-A,23.12,24.06,Midwest,0.895,0,248,2,False,none
2025-04-12,CaaS-Node-Type-A,22.12,23.12,Northeast,0.863,0,126,0,False,none
2025-04-13,CaaS-Node-Type-C,24.06,24.12,Southeast,0.928,1,266,5,False,none
2025-04-13,CaaS-Node-Type-B,24.01,24.12,Midwest,0.884,0,221,5,False,none
2025-04-13,CaaS-Node-Type-B,23.06,23.12,Southeast,0.55,0,255,4,False,none
2025-04-13,CaaS-Node-Type-B,23.12,24.01,Northeast,0.808,0,279,0,False,none
2025-04-14,CaaS-Node-Type-C,23.06,23.12,South_Central,0.949,1,342,4,False,none
2025-04-14,CaaS-Node-Type-B,24.01,24.06,Southwest,0.874,0,146,1,False,none
2025-04-15,CaaS-Node-Type-C,24.01,24.06,Southeast,0.895,3,357,0,False,none
2025-04-15,CaaS-Node-Type-C,23.06,23.12,Southeast,0.913,1,228,1,False,none
2025-04-15,CaaS-Node-Type-A,23.12,24.06,Southeast,0.955,1,374,0,False,none
2025-04-15,CaaS-Node-Type-C,24.06,24.12,Southeast,0.895,1,228,0,False,none
2025-04-15,CaaS-Node-Type-B,22.12,23.12,South_Central,0.875,3,345,8,False,none
2025-04-15,CaaS-Node-Type-A,24.06,24.12,Northwest,0.936,0,299,8,False,none
2025-04-15,CaaS-Node-Type-B,22.12,23.12,Midwest,0.866,1,298,0,False,none
2025-04-16,CaaS-Node-Type-B,24.01,24.06,Southwest,0.914,0,257,3,False,none
2025-04-16,CaaS-Node-Type-A,23.06,24.01,Southeast,0.912,0,171,0,False,none
2025-04-17,CaaS-Node-Type-C,24.01,24.06,Midwest,0.896,0,337,1,False,none
2025-04-17,CaaS-Node-Type-B,23.12,24.06,Midwest,0.882,2,180,2,False,none
2025-04-17,CaaS-Node-Type-C,23.06,24.01,Midwest,0.953,0,155,2,False,none
2025-04-17,CaaS-Node-Type-B,23.12,24.01,Southwest,0.877,2,301,3,False,none
2025-04-17,CaaS-Node-Type-C,23.12,24.06,Southeast,0.89,1,214,0,False,none
2025-04-17,CaaS-Node-Type-A,24.06,24.12,South_Central,0.956,3,173,1,False,none
2025-04-18,CaaS-Node-Type-C,23.12,24.06,Southeast,0.925,1,123,1,False,none
2025-04-19,CaaS-Node-Type-A,22.12,23.12,South_Central,0.94,1,167,8,False,none
2025-04-19,CaaS-Node-Type-B,23.12,24.01,Southwest,0.869,0,296,0,False,none
2025-04-19,CaaS-Node-Type-C,23.06,24.01,Southwest,0.927,0,249,0,False,none
2025-04-20,CaaS-Node-Type-A,23.12,24.01,Southeast,0.915,0,343,1,False,none
2025-04-20,CaaS-Node-Type-B,24.01,24.12,Northeast,0.853,0,160,8,False,none
2025-04-21,CaaS-Node-Type-C,23.06,24.01,Southeast,0.9,0,265,1,False,none
2025-04-21,CaaS-Node-Type-A,24.01,24.12,Southwest,0.908,3,221,2,False,none
2025-04-22,CaaS-Node-Type-B,24.01,24.12,Southeast,0.903,0,346,2,False,none
2025-04-22,CaaS-Node-Type-C,22.12,23.06,Southeast,0.89,0,359,0,False,none
2025-04-22,CaaS-Node-Type-A,23.12,24.01,Southeast,0.929,1,220,0,False,none
2025-04-22,CaaS-Node-Type-A,24.01,24.12,Northwest,0.907,0,257,1,False,none
2025-04-22,CaaS-Node-Type-C,23.06,23.12,Southeast,0.924,0,125,0,False,none
2025-04-22,CaaS-Node-Type-A,23.12,24.01,Southeast,0.928,1,279,0,False,none
2025-04-23,CaaS-Node-Type-A,24.01,24.06,Southeast,0.89,0,262,3,False,none
2025-04-23,CaaS-Node-Type-B,24.01,24.12,Southwest,0.891,0,256,8,False,none
2025-04-23,CaaS-Node-Type-C,23.06,23.12,Northeast,0.906,0,371,12,True,geographic
2025-04-24,CaaS-Node-Type-A,23.06,24.01,Northeast,0.838,1,167,1,False,none
2025-04-24,CaaS-Node-Type-C,22.12,23.06,Southeast,0.946,2,347,8,False,none
2025-04-24,CaaS-Node-Type-B,24.01,24.12,Northwest,0.866,0,211,1,False,none
2025-04-25,CaaS-Node-Type-B,23.12,24.06,Northeast,0.858,0,194,1,False,none
2025-04-25,CaaS-Node-Type-A,23.06,23.12,Midwest,0.881,0,202,0,False,none
2025-04-26,CaaS-Node-Type-C,24.01,24.06,Midwest,0.914,0,160,0,False,none
2025-04-27,CaaS-Node-Type-C,23.06,24.01,Midwest,0.932,2,314,1,False,none
2025-04-27,CaaS-Node-Type-C,24.01,24.06,Southeast,0.918,0,349,0,False,none
2025-04-27,CaaS-Node-Type-A,24.01,24.12,Northwest,0.931,1,277,8,False,none
2025-04-27,CaaS-Node-Type-C,22.12,23.06,South_Central,0.952,0,219,0,False,none
2025-04-29,CaaS-Node-Type-C,24.06,24.12,Northwest,0.942,0,372,8,False,none
2025-04-29,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,0,309,1,False,none
2025-04-29,CaaS-Node-Type-C,24.06,24.12,Northeast,0.835,0,350,0,False,none
2025-04-30,CaaS-Node-Type-C,23.06,24.01,South_Central,0.946,0,374,5,False,none
2025-04-30,CaaS-Node-Type-B,23.06,23.12,Southeast,0.55,0,157,0,False,none
2025-04-30,CaaS-Node-Type-A,24.01,24.12,Southeast,0.956,0,217,2,False,none
2025-05-01,CaaS-Node-Type-A,24.01,24.12,Southeast,0.931,0,250,0,False,none
2025-05-02,CaaS-Node-Type-C,24.01,24.06,South_Central,0.955,0,239,2,False,none
2025-05-02,CaaS-Node-Type-A,24.01,24.06,Southeast,0.958,1,130,0,False,none
2025-05-03,CaaS-Node-Type-A,24.06,24.12,Northwest,0.884,1,254,2,False,none
2025-05-03,CaaS-Node-Type-A,24.06,24.12,Southwest,0.918,0,280,2,False,none
2025-05-04,CaaS-Node-Type-C,23.12,24.01,Midwest,0.91,0,354,1,False,none
2025-05-04,CaaS-Node-Type-B,24.01,24.06,Midwest,0.882,0,247,1,False,none
2025-05-05,CaaS-Node-Type-B,23.06,24.01,Southwest,0.55,0,272,3,False,none
2025-05-05,CaaS-Node-Type-C,24.01,24.06,Southeast,0.931,0,275,0,False,none
2025-05-06,CaaS-Node-Type-C,22.12,23.06,Northeast,0.86,0,156,0,False,none
2025-05-06,CaaS-Node-Type-C,22.12,23.12,Northwest,0.924,3,354,1,False,none
2025-05-06,CaaS-Node-Type-A,23.12,24.06,Southwest,0.911,0,280,2,False,none
2025-05-06,CaaS-Node-Type-A,24.06,24.12,Northeast,0.896,1,215,0,False,none
2025-05-08,CaaS-Node-Type-A,24.01,24.06,Midwest,0.954,0,145,0,False,none
2025-05-08,CaaS-Node-Type-A,22.12,23.12,Southeast,0.937,0,189,1,False,none
2025-05-09,CaaS-Node-Type-C,24.06,24.12,South_Central,0.928,1,121,0,False,none
2025-05-09,CaaS-Node-Type-B,22.12,23.12,Midwest,0.88,3,223,0,False,none
2025-05-10,CaaS-Node-Type-C,23.12,24.01,Southeast,0.903,2,172,0,False,none
2025-05-12,CaaS-Node-Type-C,22.12,23.06,Southwest,0.947,0,352,0,False,none
2025-05-12,CaaS-Node-Type-B,24.01,24.06,Northeast,0.817,2,211,1,False,none
2025-05-12,CaaS-Node-Type-B,24.06,24.12,Southeast,0.886,0,273,1,False,none
2025-05-12,CaaS-Node-Type-C,24.01,24.12,Northeast,0.84,0,181,8,False,none
2025-05-12,CaaS-Node-Type-C,23.06,24.01,Midwest,0.935,1,320,0,False,none
2025-05-12,CaaS-Node-Type-A,24.01,24.12,Northwest,0.9,0,314,2,False,none
2025-05-13,CaaS-Node-Type-B,23.06,23.12,Southwest,0.55,0,358,0,False,none
2025-05-13,CaaS-Node-Type-B,22.12,23.12,Northeast,0.84,2,321,5,False,none
2025-05-13,CaaS-Node-Type-A,23.12,24.01,Southwest,0.894,0,192,5,False,none
2025-05-14,CaaS-Node-Type-C,24.06,24.12,Northwest,0.915,0,310,0,False,none
2025-05-14,CaaS-Node-Type-A,23.12,24.01,Northeast,0.876,0,274,5,False,none
2025-05-15,CaaS-Node-Type-C,23.12,24.06,Northeast,0.885,3,364,0,False,none
2025-05-16,CaaS-Node-Type-B,22.12,23.12,Midwest,0.916,1,299,1,False,none
2025-05-16,CaaS-Node-Type-B,24.01,24.06,Southeast,0.865,1,294,0,False,none
2025-05-16,CaaS-Node-Type-B,23.06,24.01,Northwest,0.55,0,311,3,False,none
2025-05-16,CaaS-Node-Type-A,23.06,23.12,Southwest,0.888,0,184,3,False,none
2025-05-17,CaaS-Node-Type-B,23.06,24.01,Northeast,0.55,1,347,8,False,none
2025-05-18,CaaS-Node-Type-C,24.01,24.06,South_Central,0.944,0,225,5,False,none
2025-05-18,CaaS-Node-Type-B,23.06,23.12,Southeast,0.55,0,328,0,False,none
2025-05-18,CaaS-Node-Type-C,22.12,23.12,Southwest,0.895,0,245,0,False,none
2025-05-18,CaaS-Node-Type-C,23.12,24.06,Northwest,0.896,0,374,3,False,none
2025-05-19,CaaS-Node-Type-B,24.01,24.12,Northeast,0.813,1,203,5,False,none
2025-05-19,CaaS-Node-Type-B,23.12,24.06,Northwest,0.873,1,377,0,False,none
2025-05-20,CaaS-Node-Type-A,24.01,24.06,South_Central,0.89,0,305,0,False,none
2025-05-21,CaaS-Node-Type-A,23.12,24.06,Southwest,0.919,2,161,12,True,minor
2025-05-21,CaaS-Node-Type-A,23.06,24.01,Southeast,0.948,1,274,0,False,none
2025-05-21,CaaS-Node-Type-A,24.01,24.06,Southwest,0.944,3,135,0,False,none
2025-05-22,CaaS-Node-Type-A,23.06,24.01,Midwest,0.925,0,184,2,False,none
2025-05-23,CaaS-Node-Type-A,22.12,23.06,Southwest,0.954,2,363,0,False,none
2025-05-23,CaaS-Node-Type-B,22.12,23.06,South_Central,0.882,0,125,0,False,none
2025-05-24,CaaS-Node-Type-C,23.12,24.06,Southeast,0.924,0,340,3,False,none
2025-05-25,CaaS-Node-Type-C,22.12,23.12,Southeast,0.935,1,334,2,False,none
2025-05-25,CaaS-Node-Type-C,23.12,24.01,Southwest,0.888,2,132,0,False,none
2025-05-25,CaaS-Node-Type-C,24.01,24.12,South_Central,0.93,1,297,0,False,none
2025-05-26,CaaS-Node-Type-A,23.12,24.01,Northeast,0.892,2,201,12,True,geographic
2025-05-26,CaaS-Node-Type-C,23.06,24.01,Southeast,0.931,2,354,0,False,none
2025-05-27,CaaS-Node-Type-B,23.12,24.06,Northeast,0.869,0,329,1,False,none
2025-05-27,CaaS-Node-Type-B,24.01,24.12,Southwest,0.882,3,190,2,False,none
2025-05-27,CaaS-Node-Type-B,22.12,23.12,South_Central,0.893,0,332,0,False,none
2025-05-27,CaaS-Node-Type-A,24.06,24.12,Northwest,0.929,1,304,12,True,minor
2025-05-28,CaaS-Node-Type-C,24.06,24.12,South_Central,0.894,0,233,4,False,none
2025-05-28,CaaS-Node-Type-C,23.12,24.01,Southwest,0.931,1,189,0,False,none
2025-05-29,CaaS-Node-Type-A,24.01,24.06,Northeast,0.87,0,234,0,False,none
2025-05-29,CaaS-Node-Type-C,23.06,24.01,Northeast,0.836,1,216,3,False,none
2025-05-29,CaaS-Node-Type-C,24.01,24.12,Southwest,0.894,0,248,0,False,none
2025-05-30,CaaS-Node-Type-B,23.12,24.06,Southeast,0.891,0,376,0,False,none
2025-06-01,CaaS-Node-Type-A,22.12,23.12,Midwest,0.948,1,185,0,False,none
2025-06-01,CaaS-Node-Type-A,23.06,24.01,Northeast,0.861,1,180,2,False,none
2025-06-01,CaaS-Node-Type-C,24.01,24.12,Southeast,0.951,1,265,0,False,none
2025-06-02,CaaS-Node-Type-B,23.12,24.06,Northwest,0.877,1,125,1,False,none
2025-06-03,CaaS-Node-Type-A,23.06,23.12,South_Central,0.904,1,315,0,False,none
2025-06-03,CaaS-Node-Type-C,22.12,23.12,Northwest,0.88,0,238,8,False,none
2025-06-03,CaaS-Node-Type-B,24.06,24.12,Southwest,0.898,0,156,1,False,none
2025-06-04,CaaS-Node-Type-A,23.12,24.01,Northeast,0.898,0,192,0,False,none
2025-06-04,CaaS-Node-Type-B,22.12,23.06,Southeast,0.91,1,131,1,False,none
2025-06-04,CaaS-Node-Type-C,22.12,23.06,Southwest,0.958,1,221,8,False,none
2025-06-05,CaaS-Node-Type-B,23.12,24.06,Midwest,0.863,1,129,1,False,none
2025-06-05,CaaS-Node-Type-C,24.01,24.06,Southeast,0.933,3,374,0,False,none
2025-06-05,CaaS-Node-Type-A,23.12,24.06,Southeast,0.884,0,309,0,False,none
2025-06-06,CaaS-Node-Type-A,22.12,23.06,South_Central,0.922,1,245,0,False,none
2025-06-07,CaaS-Node-Type-A,22.12,23.06,Northeast,0.907,0,346,2,False,none
2025-06-07,CaaS-Node-Type-B,24.06,24.12,Northwest,0.892,0,254,4,False,none
2025-06-08,CaaS-Node-Type-A,24.06,24.12,Midwest,0.957,3,307,5,False,none
2025-06-08,CaaS-Node-Type-B,23.12,24.01,Northwest,0.868,0,194,0,False,none
2025-06-09,CaaS-Node-Type-B,24.06,24.12,Northeast,0.865,0,298,2,False,none
2025-06-09,CaaS-Node-Type-A,23.06,23.12,Northeast,0.843,0,121,0,False,none
2025-06-12,CaaS-Node-Type-C,23.06,23.12,Northeast,0.884,0,376,1,False,none
2025-06-12,CaaS-Node-Type-C,23.12,24.01,Northeast,0.88,0,265,0,False,none
2025-06-12,CaaS-Node-Type-A,22.12,23.12,Southwest,0.894,2,342,2,False,none
2025-06-13,CaaS-Node-Type-A,23.12,24.06,South_Central,0.938,0,312,8,False,none
2025-06-13,CaaS-Node-Type-C,23.12,24.01,Northeast,0.85,0,144,4,False,none
2025-06-14,CaaS-Node-Type-A,23.06,23.12,Southwest,0.891,2,355,5,False,none
2025-06-15,CaaS-Node-Type-C,23.12,24.06,Southeast,0.914,1,212,0,False,none
2025-06-15,CaaS-Node-Type-C,24.01,24.06,Northwest,0.884,1,239,0,False,none
2025-06-16,CaaS-Node-Type-B,24.01,24.06,Northeast,0.843,3,332,0,False,none
2025-06-16,CaaS-Node-Type-A,22.12,23.06,South_Central,0.956,0,368,0,False,none
2025-06-17,CaaS-Node-Type-C,24.01,24.12,Southwest,0.902,1,240,0,False,none
2025-06-17,CaaS-Node-Type-B,24.06,24.12,Southeast,0.898,1,165,1,False,none
2025-06-17,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,0,267,0,False,none
2025-06-19,CaaS-Node-Type-B,24.06,24.12,Northeast,0.857,2,327,3,False,none
2025-06-19,CaaS-Node-Type-C,24.01,24.12,Northeast,0.906,1,342,8,False,none
2025-06-19,CaaS-Node-Type-C,23.12,24.06,Midwest,0.896,0,354,0,False,none
2025-06-19,CaaS-Node-Type-C,22.12,23.12,Southeast,0.882,3,143,0,False,none
2025-06-20,CaaS-Node-Type-A,22.12,23.12,South_Central,0.916,0,333,2,False,none
2025-06-20,CaaS-Node-Type-B,24.06,24.12,Midwest,0.906,1,254,0,False,none
2025-06-20,CaaS-Node-Type-A,23.12,24.06,Northeast,0.868,2,358,0,False,none
2025-06-21,CaaS-Node-Type-B,23.12,24.06,Northwest,0.893,1,224,5,False,none
2025-06-22,CaaS-Node-Type-A,22.12,23.12,South_Central,0.931,1,155,0,False,none
2025-06-22,CaaS-Node-Type-A,23.06,24.01,Northeast,0.906,1,288,0,False,none
2025-06-23,CaaS-Node-Type-B,24.01,24.06,South_Central,0.872,0,296,2,False,none
2025-06-24,CaaS-Node-Type-B,24.01,24.12,Southwest,0.888,0,130,0,False,none
2025-06-24,CaaS-Node-Type-B,22.12,23.12,South_Central,0.896,0,328,1,False,none
2025-06-25,CaaS-Node-Type-B,23.12,24.01,Northeast,0.835,0,286,3,False,none
2025-06-26,CaaS-Node-Type-C,23.12,24.01,Northwest,0.887,3,368,0,False,none
2025-06-26,CaaS-Node-Type-A,23.12,24.06,Southeast,0.94,0,189,0,False,none
2025-06-27,CaaS-Node-Type-C,24.06,24.12,Southeast,0.9,0,230,1,False,none
2025-06-27,CaaS-Node-Type-A,24.01,24.12,Midwest,0.895,1,187,0,False,none
2025-06-27,CaaS-Node-Type-B,24.06,24.12,Southwest,0.913,0,221,3,False,none
2025-06-28,CaaS-Node-Type-A,23.06,23.12,Northwest,0.944,2,277,3,False,none
2025-06-28,CaaS-Node-Type-A,23.06,24.01,Southwest,0.905,1,318,0,False,none
2025-06-28,CaaS-Node-Type-B,23.12,24.06,Midwest,0.883,0,268,2,False,none
2025-06-28,CaaS-Node-Type-A,23.06,24.01,Northeast,0.876,1,197,3,False,none
2025-06-28,CaaS-Node-Type-A,22.12,23.06,South_Central,0.895,2,219,0,False,none
2025-06-28,CaaS-Node-Type-C,24.01,24.06,Southeast,0.953,0,195,0,False,none
2025-06-28,CaaS-Node-Type-C,22.12,23.06,Southeast,0.883,0,246,3,False,none
2025-06-28,CaaS-Node-Type-A,24.01,24.12,Northeast,0.881,1,286,1,False,none
2025-06-29,CaaS-Node-Type-A,22.12,23.12,Southwest,0.935,3,151,3,False,none
2025-06-29,CaaS-Node-Type-C,24.01,24.06,Southeast,0.897,0,295,0,False,none
2025-06-29,CaaS-Node-Type-B,22.12,23.12,South_Central,0.906,2,283,1,False,none
2025-06-29,CaaS-Node-Type-B,22.12,23.06,Northwest,0.893,0,192,2,False,none
2025-06-29,CaaS-Node-Type-C,23.12,24.06,Southeast,0.9,0,170,12,True,major
2025-06-30,CaaS-Node-Type-B,23.06,24.01,Midwest,0.55,1,325,1,False,none
2025-06-30,CaaS-Node-Type-C,23.06,23.12,Southwest,0.924,2,366,1,False,none
2025-06-30,CaaS-Node-Type-A,23.12,24.01,Southwest,0.914,2,366,8,False,none
2025-06-30,CaaS-Node-Type-B,22.12,23.06,Southeast,0.884,0,198,1,False,none
2025-07-01,CaaS-Node-Type-B,24.01,24.06,Southeast,0.907,0,182,12,True,major
2025-07-01,CaaS-Node-Type-B,23.12,24.01,Northeast,0.809,0,366,0,False,none
2025-07-01,CaaS-Node-Type-C,24.01,24.12,Northwest,0.93,2,212,2,False,none
2025-07-01,CaaS-Node-Type-B,23.06,23.12,Midwest,0.55,0,303,0,False,none
2025-07-01,CaaS-Node-Type-B,22.12,23.06,Southwest,0.851,0,322,4,False,none
2025-07-02,CaaS-Node-Type-B,24.06,24.12,Northeast,0.811,2,126,1,False,none
2025-07-02,CaaS-Node-Type-B,22.12,23.12,Southwest,0.869,3,170,0,False,none
2025-07-03,CaaS-Node-Type-C,23.12,24.06,Midwest,0.914,2,363,4,False,none
2025-07-03,CaaS-Node-Type-B,24.01,24.12,South_Central,0.883,2,174,2,False,none
2025-07-03,CaaS-Node-Type-C,24.06,24.12,Southeast,0.956,2,310,2,False,none
2025-07-04,CaaS-Node-Type-B,23.12,24.06,Midwest,0.873,0,316,5,False,none
2025-07-05,CaaS-Node-Type-B,23.12,24.01,Northwest,0.879,1,122,1,False,none
2025-07-05,CaaS-Node-Type-A,23.12,24.06,Northeast,0.909,0,172,0,False,none
2025-07-05,CaaS-Node-Type-B,23.06,24.01,Northwest,0.55,1,227,0,False,none
2025-07-06,CaaS-Node-Type-A,23.12,24.01,Southwest,0.9,0,185,2,False,none
2025-07-06,CaaS-Node-Type-A,23.06,24.01,Midwest,0.898,0,122,1,False,none
2025-07-06,CaaS-Node-Type-C,23.06,24.01,Northwest,0.906,1,314,0,False,none
2025-07-06,CaaS-Node-Type-B,24.01,24.12,Northwest,0.907,0,250,0,False,none
2025-07-06,CaaS-Node-Type-B,23.06,24.01,South_Central,0.55,2,229,0,False,none
2025-07-07,CaaS-Node-Type-C,24.01,24.12,Southwest,0.947,2,279,4,False,none
2025-07-07,CaaS-Node-Type-C,24.01,24.12,South_Central,0.893,0,231,3,False,none
2025-07-08,CaaS-Node-Type-B,24.06,24.12,Northeast,0.811,2,172,1,False,none
2025-07-08,CaaS-Node-Type-A,23.06,23.12,Northeast,0.866,0,275,8,False,none
2025-07-08,CaaS-Node-Type-A,23.06,24.01,Midwest,0.928,0,272,4,False,none
2025-07-09,CaaS-Node-Type-B,22.12,23.06,South_Central,0.868,0,230,0,False,none
2025-07-09,CaaS-Node-Type-C,24.06,24.12,Northwest,0.943,0,282,0,False,none
2025-07-09,CaaS-Node-Type-A,23.06,24.01,Midwest,0.94,0,209,2,False,none
2025-07-09,CaaS-Node-Type-A,22.12,23.06,Southeast,0.894,1,379,3,False,none
2025-07-10,CaaS-Node-Type-C,23.06,24.01,Northeast,0.866,0,276,1,False,none
2025-07-11,CaaS-Node-Type-C,22.12,23.12,Northwest,0.892,0,378,0,False,none
2025-07-11,CaaS-Node-Type-C,23.12,24.06,Northwest,0.882,3,136,5,False,none
