site_id,region,state,lat,lon,site_type,device_type,current_firmware,target_firmware,device_age_months,incident_count_12m,last_cert_status,last_cert_date,schema_version,ansible_version,openshift_version,vendor_sla_tier,risk_score,risk_tier,wave_assignment
VZ-SO-OKC-10612,South_Central,OK,35.3905,-97.8576,dense_urban,CaaS-Node-Type-C,23.12,24.12,10,0,PASS,2025-11-20,v1.14.0,2.15.4,4.14.2,platinum,0.081,low,wave_1
VZ-SO-BTR-10613,South_Central,LA,30.09,-90.8154,rural_remote,CaaS-Node-Type-B,23.06,24.12,19,0,PASS,2025-10-28,v1.13.0,2.14.10,4.16.1,premium,0.04,low,wave_1
VZ-SO-AUS-10614,South_Central,TX,30.6249,-97.8123,rural_remote,CaaS-Node-Type-A,24.01,24.12,40,0,PASS,2025-12-05,v1.14.0,2.13.7,4.16.1,premium,0.079,low,wave_1
VZ-SO-BTR-10615,South_Central,LA,30.7946,-90.8282,urban_macro,CaaS-Node-Type-A,22.12,24.12,56,0,PASS,2025-07-27,v1.12.0,2.16.0,4.15.5,platinum,0.125,low,wave_1
VZ-SO-DAL-10616,South_Central,TX,32.4948,-96.6741,suburban,CaaS-Node-Type-B,23.06,24.12,27,0,PASS,2025-10-12,v1.13.0,2.13.7,4.13.8,standard,0.034,low,wave_1
VZ-SO-OKC-10617,South_Central,OK,35.8986,-97.4011,suburban,CaaS-Node-Type-A,23.12,24.12,42,1,CONDITIONAL_PASS,2025-09-08,v1.14.0,2.15.1,4.12.4,premium,0.024,low,wave_1
VZ-SO-AUS-10618,South_Central,TX,29.9577,-98.0348,rural_remote,CaaS-Node-Type-B,23.12,24.12,56,0,PASS,2025-08-03,v1.14.0,2.13.7,4.13.8,premium,0.198,low,wave_1
VZ-SO-TUL-10619,South_Central,OK,35.8586,-95.8265,suburban,CaaS-Node-Type-B,24.06,24.12,52,0,PASS,2025-07-05,v1.15.0,2.13.7,4.13.8,standard,0.079,low,wave_1
VZ-SO-LIT-10620,South_Central,AR,34.6697,-92.5458,urban_macro,CaaS-Node-Type-C,24.01,24.12,42,1,PASS,2025-10-23,v1.14.0,2.15.1,4.16.1,standard,0.109,low,wave_1
VZ-SO-ELP-10621,South_Central,TX,31.5986,-106.308,suburban,CaaS-Node-Type-A,24.06,24.12,48,0,PASS,2025-10-27,v1.15.0,2.15.4,4.16.1,standard,0.151,low,wave_1
VZ-SO-TUL-10622,South_Central,OK,36.3772,-96.2204,urban_macro,CaaS-Node-Type-A,24.06,24.12,50,0,PASS,2025-08-13,v1.15.0,2.15.1,4.13.8,platinum,0.157,low,wave_1
VZ-SO-LIT-10623,South_Central,AR,34.5815,-92.2228,suburban,CaaS-Node-Type-C,23.06,24.12,25,0,PASS,2025-09-22,v1.13.0,2.14.3,4.14.10,platinum,0.151,low,wave_1
VZ-SO-LIT-10624,South_Central,AR,34.6393,-92.7182,urban_macro,CaaS-Node-Type-C,23.12,24.12,46,0,PASS,2025-07-13,v1.14.0,2.15.1,4.12.4,premium,0.078,low,wave_1
VZ-SO-TUL-10625,South_Central,OK,36.2269,-95.6333,suburban,CaaS-Node-Type-C,23.12,24.12,17,0,PASS,2025-07-15,v1.14.0,2.16.0,4.16.1,standard,0.176,low,wave_1
VZ-SO-NOL-10626,South_Central,LA,29.8639,-89.7675,urban_macro,CaaS-Node-Type-B,23.12,24.12,16,0,PASS,2025-09-04,v1.14.0,2.13.7,4.15.5,platinum,0.157,low,wave_1
VZ-SO-ELP-10627,South_Central,TX,31.4658,-106.4293,urban_macro,CaaS-Node-Type-C,24.01,24.12,30,0,PASS,2025-12-21,v1.14.0,2.15.4,4.14.2,standard,0.133,low,wave_1
VZ-SO-NOL-10628,South_Central,LA,30.0527,-89.6984,rural_remote,CaaS-Node-Type-A,23.12,24.12,14,0,PASS,2025-11-06,v1.14.0,2.13.7,4.15.5,premium,0.083,low,wave_1
VZ-SO-LIT-10629,South_Central,AR,34.6254,-92.6291,urban_macro,CaaS-Node-Type-A,24.06,24.12,40,0,PASS,2025-08-05,v1.15.0,2.14.10,4.16.1,standard,0.115,low,wave_1
VZ-SO-JAN-10630,South_Central,MS,32.0711,-90.4441,dense_urban,CaaS-Node-Type-C,23.06,24.12,46,0,PASS,2025-09-27,v1.13.0,2.15.1,4.14.2,platinum,0.17,low,wave_1
VZ-SO-DAL-10631,South_Central,TX,32.7712,-96.4082,urban_macro,CaaS-Node-Type-A,23.12,24.12,41,0,PASS,2025-11-06,v1.14.0,2.15.4,4.14.2,standard,0.171,low,wave_1
VZ-SO-AUS-10632,South_Central,TX,30.198,-97.3913,urban_macro,CaaS-Node-Type-C,24.01,24.12,58,1,PASS,2025-09-14,v1.14.0,2.14.10,4.15.5,standard,0.069,low,wave_1
VZ-SO-NOL-10633,South_Central,LA,30.2832,-90.1992,urban_macro,CaaS-Node-Type-B,23.06,24.12,24,0,PASS,2025-08-01,v1.13.0,2.14.3,4.14.10,standard,0.146,low,wave_1
VZ-SO-BTR-10634,South_Central,LA,30.6263,-90.7883,urban_macro,CaaS-Node-Type-B,23.12,24.12,35,0,PASS,2025-12-12,v1.14.0,2.14.10,4.12.4,standard,0.109,low,wave_1
VZ-SO-DAL-10635,South_Central,TX,32.8833,-96.9596,urban_macro,CaaS-Node-Type-A,24.12,24.12,16,0,PASS,2025-12-09,v1.16.0,2.15.1,4.14.10,platinum,0.196,low,wave_1
VZ-SO-HOU-10636,South_Central,TX,29.8568,-95.0992,urban_macro,CaaS-Node-Type-C,23.12,24.12,18,0,CONDITIONAL_PASS,2025-09-06,v1.14.0,2.15.1,4.12.4,standard,0.046,low,wave_1
VZ-SO-HOU-10637,South_Central,TX,29.5498,-95.7656,suburban,CaaS-Node-Type-B,24.06,24.12,53,0,PASS,2025-12-26,v1.15.0,2.16.0,4.14.2,platinum,0.135,low,wave_1
VZ-SO-AUS-10638,South_Central,TX,29.9509,-98.1307,urban_macro,CaaS-Node-Type-B,24.06,24.12,14,0,CONDITIONAL_PASS,2025-12-15,v1.15.0,2.15.1,4.14.2,premium,0.097,low,wave_1
VZ-SO-OKC-10639,South_Central,OK,35.7489,-97.5961,urban_macro,CaaS-Node-Type-A,24.06,24.12,41,0,PASS,2025-10-24,v1.15.0,2.15.1,4.16.1,standard,0.184,low,wave_1
VZ-SO-TUL-10640,South_Central,OK,36.1225,-95.7048,urban_macro,CaaS-Node-Type-A,22.12,24.12,46,0,PASS,2025-09-01,v1.12.0,2.13.7,4.16.1,standard,0.14,low,wave_1
VZ-SO-AUS-10641,South_Central,TX,29.852,-97.8696,dense_urban,CaaS-Node-Type-A,24.06,24.12,20,0,PASS,2025-11-09,v1.15.0,2.15.4,4.13.8,platinum,0.162,low,wave_1
VZ-SO-ELP-10642,South_Central,TX,31.4603,-106.6992,suburban,CaaS-Node-Type-C,24.01,24.12,37,0,CONDITIONAL_PASS,2025-08-09,v1.14.0,2.14.10,4.16.1,standard,0.031,low,wave_1
VZ-SO-NOL-10643,South_Central,LA,29.6424,-90.4565,rural_remote,CaaS-Node-Type-A,23.12,24.12,42,1,PASS,2025-12-14,v1.14.0,2.16.0,4.14.10,standard,0.178,low,wave_1
VZ-SO-JAN-10644,South_Central,MS,32.5208,-90.2696,rural_remote,CaaS-Node-Type-A,24.12,24.12,48,0,PASS,2025-08-26,v1.16.0,2.13.7,4.12.4,standard,0.169,low,wave_1
VZ-SO-BTR-10645,South_Central,LA,30.6864,-91.5463,urban_macro,CaaS-Node-Type-C,23.06,24.12,23,0,PASS,2025-11-25,v1.13.0,2.16.0,4.12.4,premium,0.027,low,wave_1
VZ-SO-NOL-10646,South_Central,LA,30.3823,-90.1363,urban_macro,CaaS-Node-Type-B,23.12,24.12,35,0,PASS,2025-12-12,v1.14.0,2.13.7,4.14.2,standard,0.195,low,wave_1
VZ-SO-AUS-10647,South_Central,TX,30.462,-97.6503,suburban,CaaS-Node-Type-A,24.01,24.12,48,0,CONDITIONAL_PASS,2025-09-12,v1.14.0,2.15.1,4.16.1,standard,0.075,low,wave_1
VZ-SO-DAL-10648,South_Central,TX,32.6756,-96.6235,urban_macro,CaaS-Node-Type-A,23.06,24.12,51,0,PASS,2025-12-01,v1.13.0,2.14.10,4.13.8,standard,0.117,low,wave_1
VZ-SO-JAN-10649,South_Central,MS,32.7393,-90.3826,rural_remote,CaaS-Node-Type-B,24.01,24.12,50,0,PASS,2025-10-06,v1.14.0,2.16.0,4.15.5,premium,0.109,low,wave_1
VZ-SO-DAL-10650,South_Central,TX,32.7239,-96.8079,rural_remote,CaaS-Node-Type-A,24.01,24.12,46,0,PASS,2025-08-10,v1.14.0,2.14.3,4.16.1,standard,0.072,low,wave_1
VZ-SO-DAL-10651,South_Central,TX,32.7504,-96.9616,rural_remote,CaaS-Node-Type-C,24.01,24.12,56,0,PASS,2025-12-17,v1.14.0,2.14.10,4.14.10,standard,0.026,low,wave_1
VZ-SO-BTR-10652,South_Central,LA,30.2122,-91.5834,urban_macro,CaaS-Node-Type-B,23.06,24.12,54,1,PASS,2025-09-08,v1.13.0,2.15.4,4.13.8,standard,0.054,low,wave_1
VZ-SO-SAT-10653,South_Central,TX,29.2123,-98.7019,suburban,CaaS-Node-Type-C,24.06,24.12,33,0,PASS,2025-10-24,v1.15.0,2.14.10,4.13.8,standard,0.193,low,wave_1
VZ-SO-DAL-10654,South_Central,TX,32.9258,-96.4681,urban_macro,CaaS-Node-Type-B,23.06,24.12,23,1,PASS,2025-11-15,v1.13.0,2.14.10,4.16.1,premium,0.155,low,wave_1
VZ-SO-SAT-10655,South_Central,TX,29.5278,-98.2053,urban_macro,CaaS-Node-Type-B,23.12,24.12,40,0,CONDITIONAL_PASS,2025-12-10,v1.14.0,2.16.0,4.13.8,premium,0.086,low,wave_1
VZ-SO-AUS-10656,South_Central,TX,30.2808,-97.9456,suburban,CaaS-Node-Type-B,24.01,24.12,17,0,PASS,2025-09-27,v1.14.0,2.15.1,4.14.10,premium,0.132,low,wave_1
VZ-SO-TUL-10657,South_Central,OK,36.0851,-96.1526,dense_urban,CaaS-Node-Type-A,23.12,24.12,14,0,PASS,2025-07-18,v1.14.0,2.15.1,4.12.4,standard,0.028,low,wave_1
VZ-SO-JAN-10658,South_Central,MS,32.529,-90.3329,urban_macro,CaaS-Node-Type-A,24.01,24.12,38,0,CONDITIONAL_PASS,2025-12-09,v1.14.0,2.14.3,4.14.2,standard,0.061,low,wave_1
VZ-SO-TUL-10659,South_Central,OK,36.4505,-95.5437,suburban,CaaS-Node-Type-B,23.12,24.12,20,0,PASS,2025-08-11,v1.14.0,2.16.0,4.16.1,premium,0.122,low,wave_1
VZ-SO-ELP-10660,South_Central,TX,31.901,-106.1822,urban_macro,CaaS-Node-Type-B,23.06,24.12,16,0,PASS,2025-09-08,v1.13.0,2.14.10,4.13.8,premium,0.064,low,wave_1
VZ-SO-TUL-10661,South_Central,OK,36.227,-96.2805,urban_macro,CaaS-Node-Type-A,24.06,24.12,9,0,CONDITIONAL_PASS,2025-08-06,v1.15.0,2.14.10,4.13.8,standard,0.188,low,wave_1
VZ-SO-DAL-10662,South_Central,TX,32.3428,-97.1745,suburban,CaaS-Node-Type-A,23.12,24.12,57,0,PASS,2025-07-10,v1.14.0,2.13.7,4.14.2,premium,0.03,low,wave_1
VZ-SO-AUS-10663,South_Central,TX,30.4666,-97.8142,urban_macro,CaaS-Node-Type-A,23.12,24.12,45,0,PASS,2025-07-27,v1.14.0,2.15.4,4.12.4,platinum,0.143,low,wave_1
VZ-SO-SAT-10664,South_Central,TX,29.6916,-98.1616,suburban,CaaS-Node-Type-A,24.06,24.12,28,0,PASS,2025-11-11,v1.15.0,2.16.0,4.13.8,standard,0.067,low,wave_1
VZ-SO-LIT-10665,South_Central,AR,34.3865,-92.648,urban_macro,CaaS-Node-Type-C,24.06,24.12,55,0,PASS,2025-08-12,v1.15.0,2.15.1,4.16.1,premium,0.161,low,wave_1
VZ-SO-TUL-10666,South_Central,OK,36.5549,-95.7192,urban_macro,CaaS-Node-Type-B,24.01,24.12,38,0,PASS,2025-11-13,v1.14.0,2.14.3,4.14.10,premium,0.155,low,wave_1
VZ-SO-ELP-10667,South_Central,TX,31.6735,-106.8849,urban_macro,CaaS-Node-Type-C,24.01,24.12,41,1,PASS,2025-10-28,v1.14.0,2.15.1,4.14.2,premium,0.076,low,wave_1
VZ-SO-JAN-10668,South_Central,MS,32.5973,-90.3253,rural_remote,CaaS-Node-Type-C,24.01,24.12,22,0,PASS,2025-07-05,v1.14.0,2.14.3,4.12.4,standard,0.152,low,wave_1
VZ-SO-NOL-10669,South_Central,LA,29.9819,-89.9691,urban_macro,CaaS-Node-Type-A,24.01,24.12,15,0,PASS,2025-11-06,v1.14.0,2.16.0,4.12.4,premium,0.03,low,wave_1
VZ-SO-HOU-10670,South_Central,TX,29.5341,-95.1669,suburban,CaaS-Node-Type-B,24.12,24.12,52,0,PASS,2025-11-11,v1.16.0,2.14.10,4.15.5,premium,0.11,low,wave_1
VZ-SO-SAT-10671,South_Central,TX,29.73,-98.5493,urban_macro,CaaS-Node-Type-A,23.12,24.12,13,0,PASS,2025-07-03,v1.14.0,2.13.7,4.14.10,platinum,0.148,low,wave_1
VZ-SO-DAL-10672,South_Central,TX,32.5472,-96.9721,urban_macro,CaaS-Node-Type-A,24.06,24.12,39,0,PASS,2025-11-18,v1.15.0,2.15.4,4.16.1,premium,0.034,low,wave_1
VZ-SO-ELP-10673,South_Central,TX,31.6966,-106.8356,urban_macro,CaaS-Node-Type-B,23.12,24.12,8,0,PASS,2025-07-19,v1.14.0,2.13.7,4.14.10,premium,0.138,low,wave_1
VZ-SO-AUS-10674,South_Central,TX,30.3441,-97.3709,dense_urban,CaaS-Node-Type-C,24.06,24.12,45,0,CONDITIONAL_PASS,2025-09-18,v1.15.0,2.14.3,4.14.10,standard,0.107,low,wave_1
VZ-SO-DAL-10675,South_Central,TX,33.1916,-96.6829,rural_remote,CaaS-Node-Type-A,23.12,24.12,8,0,PASS,2025-12-28,v1.14.0,2.14.10,4.14.2,standard,0.173,low,wave_1
VZ-SO-JAN-10676,South_Central,MS,32.1766,-90.3182,urban_macro,CaaS-Node-Type-B,22.12,24.12,52,0,PASS,2025-07-20,v1.12.0,2.13.7,4.12.4,standard,0.088,low,wave_1
VZ-SO-AUS-10677,South_Central,TX,30.1317,-97.5611,rural_remote,CaaS-Node-Type-B,23.12,24.12,32,0,PASS,2025-07-06,v1.14.0,2.15.1,4.15.5,standard,0.037,low,wave_1
VZ-SO-OKC-10678,South_Central,OK,35.7184,-97.364,suburban,CaaS-Node-Type-A,24.06,24.12,40,0,PASS,2025-11-12,v1.15.0,2.15.1,4.14.10,standard,0.039,low,wave_1
VZ-SO-JAN-10679,South_Central,MS,31.8951,-90.074,dense_urban,CaaS-Node-Type-B,24.01,24.12,33,0,PASS,2025-08-02,v1.14.0,2.15.1,4.14.10,standard,0.161,low,wave_1
VZ-SO-SAT-10680,South_Central,TX,29.1041,-98.9273,urban_macro,CaaS-Node-Type-A,23.12,24.12,8,0,CONDITIONAL_PASS,2025-11-15,v1.14.0,2.13.7,4.12.4,platinum,0.075,low,wave_1
VZ-SO-AUS-10681,South_Central,TX,30.1538,-98.1552,urban_macro,CaaS-Node-Type-A,24.01,24.12,27,0,PASS,2025-12-22,v1.14.0,2.14.3,4.16.1,platinum,0.16,low,wave_1
VZ-SO-LIT-10682,South_Central,AR,34.7047,-92.714,urban_macro,CaaS-Node-Type-B,24.01,24.12,29,0,CONDITIONAL_PASS,2025-10-05,v1.14.0,2.15.4,4.15.5,premium,0.102,low,wave_1
VZ-SO-DAL-10683,South_Central,TX,32.6363,-96.3637,suburban,CaaS-Node-Type-C,24.01,24.12,12,1,PASS,2025-10-11,v1.14.0,2.15.4,4.14.2,standard,0.13,low,wave_1
VZ-SO-JAN-10684,South_Central,MS,32.7076,-90.4964,urban_macro,CaaS-Node-Type-C,24.12,24.12,20,1,PASS,2025-11-24,v1.16.0,2.16.0,4.14.2,platinum,0.04,low,wave_1
VZ-SO-BTR-10685,South_Central,LA,30.5862,-91.1363,urban_macro,CaaS-Node-Type-A,24.12,24.12,45,0,PASS,2025-07-15,v1.16.0,2.16.0,4.12.4,premium,0.045,low,wave_1
VZ-SO-HOU-10686,South_Central,TX,29.6771,-95.2538,dense_urban,CaaS-Node-Type-A,24.12,24.12,19,0,PASS,2025-07-28,v1.16.0,2.14.10,4.14.10,standard,0.116,low,wave_1
VZ-SO-TUL-10687,South_Central,OK,36.5236,-95.7558,dense_urban,CaaS-Node-Type-A,23.12,24.12,8,1,CONDITIONAL_PASS,2025-08-05,v1.14.0,2.16.0,4.14.10,premium,0.087,low,wave_1
VZ-SO-DAL-10688,South_Central,TX,33.0683,-96.7757,suburban,CaaS-Node-Type-A,23.06,24.12,26,0,PASS,2025-12-25,v1.13.0,2.13.7,4.16.1,premium,0.044,low,wave_1
VZ-SO-JAN-10689,South_Central,MS,32.5657,-90.5149,dense_urban,CaaS-Node-Type-C,24.06,24.12,27,0,PASS,2025-09-19,v1.15.0,2.15.4,4.16.1,standard,0.16,low,wave_1
VZ-SO-DAL-10690,South_Central,TX,32.9452,-97.1381,urban_macro,CaaS-Node-Type-B,24.06,24.12,43,0,PASS,2025-08-23,v1.15.0,2.14.3,4.14.10,premium,0.116,low,wave_1
VZ-SO-NOL-10691,South_Central,LA,29.5493,-90.174,rural_remote,CaaS-Node-Type-B,24.01,24.12,48,0,PASS,2025-08-17,v1.14.0,2.15.4,4.13.8,premium,0.192,low,wave_1
VZ-SO-LIT-10692,South_Central,AR,35.1261,-91.9106,rural_remote,CaaS-Node-Type-A,23.06,24.12,52,0,PASS,2025-08-21,v1.13.0,2.16.0,4.12.4,standard,0.163,low,wave_1
VZ-SO-NOL-10693,South_Central,LA,30.1935,-89.7337,suburban,CaaS-Node-Type-A,24.01,24.12,37,0,PASS,2025-12-10,v1.14.0,2.13.7,4.13.8,premium,0.172,low,wave_1
VZ-SO-HOU-10694,South_Central,TX,30.1381,-95.4352,dense_urban,CaaS-Node-Type-A,24.06,24.12,28,0,PASS,2025-08-01,v1.15.0,2.15.1,4.15.5,premium,0.063,low,wave_1
VZ-SO-NOL-10695,South_Central,LA,30.0563,-89.699,urban_macro,CaaS-Node-Type-B,23.12,24.12,21,1,PASS,2025-08-02,v1.14.0,2.16.0,4.12.4,standard,0.181,low,wave_1
VZ-SO-JAN-10696,South_Central,MS,32.6365,-90.4573,rural_remote,CaaS-Node-Type-C,23.06,24.12,11,0,PASS,2025-10-16,v1.13.0,2.15.4,4.14.2,platinum,0.025,low,wave_1
VZ-SO-DAL-10697,South_Central,TX,32.8795,-97.0421,rural_remote,CaaS-Node-Type-B,24.01,24.12,15,0,PASS,2025-11-22,v1.14.0,2.15.4,4.15.5,premium,0.118,low,wave_1
VZ-SO-BTR-10698,South_Central,LA,30.0781,-91.5568,dense_urban,CaaS-Node-Type-C,22.12,24.12,28,1,PASS,2025-07-20,v1.12.0,2.14.3,4.16.1,standard,0.093,low,wave_1
VZ-SO-BTR-10699,South_Central,LA,30.7391,-91.1305,rural_remote,CaaS-Node-Type-C,23.12,24.12,37,0,PASS,2025-10-09,v1.14.0,2.14.10,4.16.1,premium,0.138,low,wave_1
VZ-SO-HOU-10700,South_Central,TX,29.3873,-95.4074,dense_urban,CaaS-Node-Type-B,23.06,24.12,38,0,CONDITIONAL_PASS,2025-11-15,v1.13.0,2.16.0,4.14.10,standard,0.135,low,wave_1
VZ-SO-OKC-10701,South_Central,OK,35.3175,-97.8945,urban_macro,CaaS-Node-Type-A,22.12,24.12,47,0,PASS,2025-10-23,v1.12.0,2.14.10,4.13.8,premium,0.102,low,wave_1
VZ-SO-SAT-10702,South_Central,TX,29.6912,-98.4733,dense_urban,CaaS-Node-Type-C,23.12,24.12,56,1,PASS,2025-09-26,v1.14.0,2.13.7,4.12.4,standard,0.052,low,wave_1
VZ-SO-BTR-10703,South_Central,LA,30.2568,-91.3577,suburban,CaaS-Node-Type-B,24.01,24.12,18,0,PASS,2025-11-24,v1.14.0,2.13.7,4.16.1,standard,0.103,low,wave_1
VZ-SO-AUS-10704,South_Central,TX,30.4607,-97.5064,rural_remote,CaaS-Node-Type-A,24.01,24.12,29,0,PASS,2025-08-22,v1.14.0,2.14.10,4.16.1,premium,0.045,low,wave_1
VZ-SO-HOU-10705,South_Central,TX,29.5217,-95.3408,rural_remote,CaaS-Node-Type-C,24.01,24.12,58,1,PASS,2025-08-15,v1.14.0,2.16.0,4.16.1,standard,0.122,low,wave_1
VZ-SO-NOL-10706,South_Central,LA,29.5706,-90.0993,suburban,CaaS-Node-Type-C,23.12,24.12,32,0,PASS,2025-08-25,v1.14.0,2.15.4,4.15.5,standard,0.127,low,wave_1
VZ-SO-JAN-10707,South_Central,MS,32.4744,-90.5191,dense_urban,CaaS-Node-Type-A,24.12,24.12,26,0,PASS,2025-12-07,v1.16.0,2.13.7,4.14.10,standard,0.075,low,wave_1
VZ-SO-AUS-10708,South_Central,TX,30.0744,-97.4932,rural_remote,CaaS-Node-Type-A,23.12,24.12,47,0,PASS,2025-12-19,v1.14.0,2.15.1,4.13.8,standard,0.082,low,wave_1
VZ-SO-DAL-10709,South_Central,TX,33.1984,-97.0762,dense_urban,CaaS-Node-Type-C,24.06,24.12,46,0,PASS,2025-10-22,v1.15.0,2.13.7,4.16.1,standard,0.192,low,wave_1
VZ-SO-BTR-10710,South_Central,LA,30.1639,-91.2616,urban_macro,CaaS-Node-Type-C,24.06,24.12,57,0,CONDITIONAL_PASS,2025-09-01,v1.15.0,2.15.1,4.16.1,platinum,0.181,low,wave_1
VZ-SO-SAT-10711,South_Central,TX,29.3457,-98.3863,suburban,CaaS-Node-Type-A,24.01,24.12,23,0,PASS,2025-09-16,v1.14.0,2.16.0,4.13.8,premium,0.126,low,wave_1
VZ-SO-HOU-10712,South_Central,TX,30.0711,-95.7314,rural_remote,CaaS-Node-Type-A,24.06,24.12,53,0,PASS,2025-07-19,v1.15.0,2.13.7,4.15.5,standard,0.047,low,wave_1
VZ-SO-ELP-10713,South_Central,TX,31.8276,-106.2862,dense_urban,CaaS-Node-Type-A,24.01,24.12,44,0,PASS,2025-07-21,v1.14.0,2.16.0,4.14.10,standard,0.049,low,wave_1
VZ-SO-JAN-10714,South_Central,MS,32.4026,-89.7678,urban_macro,CaaS-Node-Type-B,23.12,24.12,57,0,PASS,2025-08-01,v1.14.0,2.15.4,4.15.5,premium,0.031,low,wave_1
VZ-SO-OKC-10715,South_Central,OK,35.1896,-97.2153,urban_macro,CaaS-Node-Type-C,24.06,24.12,51,0,PASS,2025-11-25,v1.15.0,2.13.7,4.13.8,standard,0.149,low,wave_1
VZ-SO-DAL-10716,South_Central,TX,32.8902,-96.4803,dense_urban,CaaS-Node-Type-B,24.06,24.12,56,0,PASS,2025-11-07,v1.15.0,2.14.3,4.12.4,standard,0.114,low,wave_1
VZ-SO-BTR-10717,South_Central,LA,30.3928,-91.449,suburban,CaaS-Node-Type-A,24.12,24.12,41,0,PASS,2025-09-20,v1.16.0,2.16.0,4.15.5,premium,0.04,low,wave_1
VZ-SO-OKC-10718,South_Central,OK,35.4154,-97.8771,suburban,CaaS-Node-Type-C,24.01,24.12,50,0,PASS,2025-11-26,v1.14.0,2.15.4,4.16.1,standard,0.027,low,wave_1
VZ-SO-LIT-10719,South_Central,AR,34.8428,-92.7066,urban_macro,CaaS-Node-Type-B,23.12,24.12,58,0,PASS,2025-07-15,v1.14.0,2.16.0,4.14.10,premium,0.149,low,wave_1
VZ-SO-LIT-10720,South_Central,AR,34.7878,-92.0023,suburban,CaaS-Node-Type-B,24.06,24.12,46,0,CONDITIONAL_PASS,2025-12-01,v1.15.0,2.14.10,4.14.2,premium,0.142,low,wave_1
VZ-SO-AUS-10721,South_Central,TX,30.5222,-97.8034,dense_urban,CaaS-Node-Type-A,24.12,24.12,52,0,PASS,2025-10-16,v1.16.0,2.13.7,4.13.8,standard,0.083,low,wave_1
VZ-SO-DAL-10722,South_Central,TX,32.4228,-96.5622,suburban,CaaS-Node-Type-C,24.06,24.12,32,0,PASS,2025-07-16,v1.15.0,2.15.4,4.15.5,premium,0.069,low,wave_1
VZ-SO-SAT-10723,South_Central,TX,29.7033,-98.2995,suburban,CaaS-Node-Type-A,24.06,24.12,23,0,PASS,2025-08-25,v1.15.0,2.14.3,4.12.4,standard,0.146,low,wave_1
VZ-SO-NOL-10724,South_Central,LA,29.9589,-90.0894,rural_remote,CaaS-Node-Type-B,24.06,24.12,15,0,PASS,2025-11-06,v1.15.0,2.15.4,4.12.4,platinum,0.147,low,wave_1
VZ-SO-NOL-10725,South_Central,LA,30.2791,-89.7305,dense_urban,CaaS-Node-Type-C,24.06,24.12,34,0,PASS,2025-09-07,v1.15.0,2.15.4,4.15.5,standard,0.037,low,wave_1
VZ-SO-TUL-10726,South_Central,OK,36.0434,-95.5685,urban_macro,CaaS-Node-Type-A,23.12,24.12,42,0,PASS,2025-08-05,v1.14.0,2.15.1,4.13.8,premium,0.17,low,wave_1
VZ-SO-ELP-10727,South_Central,TX,31.9694,-106.5311,suburban,CaaS-Node-Type-A,24.01,24.12,39,0,PASS,2025-12-11,v1.14.0,2.14.10,4.14.10,standard,0.194,low,wave_1
VZ-SO-DAL-10728,South_Central,TX,32.6437,-96.9613,rural_remote,CaaS-Node-Type-B,24.01,24.12,48,0,PASS,2025-11-15,v1.14.0,2.14.10,4.12.4,premium,0.039,low,wave_1
VZ-SO-TUL-10729,South_Central,OK,35.7214,-95.5991,rural_remote,CaaS-Node-Type-B,23.12,24.12,56,0,PASS,2025-08-12,v1.14.0,2.14.10,4.14.2,premium,0.135,low,wave_1
VZ-SO-DAL-10730,South_Central,TX,33.0815,-96.3864,suburban,CaaS-Node-Type-B,24.12,24.12,33,0,CONDITIONAL_PASS,2025-08-11,v1.16.0,2.14.10,4.14.2,premium,0.193,low,wave_1
VZ-SO-HOU-10731,South_Central,TX,29.9897,-95.302,suburban,CaaS-Node-Type-A,23.12,24.12,14,0,PASS,2025-10-21,v1.14.0,2.15.1,4.14.10,standard,0.176,low,wave_1
VZ-SO-TUL-10732,South_Central,OK,36.3617,-96.0982,rural_remote,CaaS-Node-Type-B,24.01,24.12,15,1,PASS,2025-08-03,v1.14.0,2.15.1,4.14.2,standard,0.165,low,wave_1
VZ-SO-BTR-10733,South_Central,LA,30.3463,-91.17,urban_macro,CaaS-Node-Type-B,24.01,24.12,30,0,PASS,2025-11-15,v1.14.0,2.14.3,4.13.8,standard,0.038,low,wave_1
VZ-SO-OKC-10734,South_Central,OK,35.0903,-97.2111,suburban,CaaS-Node-Type-B,23.06,24.12,40,0,PASS,2025-12-23,v1.13.0,2.14.10,4.13.8,standard,0.063,low,wave_1
VZ-SO-TUL-10735,South_Central,OK,36.333,-95.556,suburban,CaaS-Node-Type-C,24.12,24.12,56,0,PASS,2025-10-21,v1.16.0,2.16.0,4.15.5,standard,0.178,low,wave_1
VZ-SO-DAL-10736,South_Central,TX,32.3586,-96.4771,dense_urban,CaaS-Node-Type-B,24.01,24.12,31,1,PASS,2025-12-14,v1.14.0,2.14.10,4.14.10,standard,0.174,low,wave_1
VZ-SO-OKC-10737,South_Central,OK,35.0192,-97.6899,urban_macro,CaaS-Node-Type-C,23.06,24.12,51,0,PASS,2025-09-22,v1.13.0,2.15.1,4.14.10,standard,0.084,low,wave_1
VZ-SO-TUL-10738,South_Central,OK,36.0171,-95.6791,urban_macro,CaaS-Node-Type-B,24.12,24.12,52,0,PASS,2025-10-05,v1.16.0,2.14.3,4.12.4,standard,0.149,low,wave_1
